iso3c	country	description	value	units	year	source
SWZ	Eswatini	MSW	0.21819947	Million tonnes per year	2016	World Bank
SWZ	Eswatini	MSW per person	195.87026032315978	Kg per person per year	2016	World Bank
SYC	Seychelles	MSW	0.048	Million tonnes per year	2012	World Bank
SYC	Seychelles	MSW per person	516.1290322580645	Kg per person per year	2012	World Bank
SYR	Syrian Arab Republic	MSW	4.5	Million tonnes per year	2009	World Bank
SYR	Syrian Arab Republic	MSW per person	212.20409318117512	Kg per person per year	2009	World Bank
TCD	Chad	MSW	1.35885053	Million tonnes per year	2010	World Bank
TCD	Chad	MSW per person	113.69231342034806	Kg per person per year	2010	World Bank
TGO	Togo	MSW	1.10903045	Million tonnes per year	2014	World Bank
TGO	Togo	MSW per person	155.36991454188848	Kg per person per year	2014	World Bank
THA	Thailand	MSW	26.853366	Million tonnes per year	2015	World Bank
THA	Thailand	MSW per person	390.7933638943462	Kg per person per year	2015	World Bank
TJK	Tajikistan	MSW	1.7874	Million tonnes per year	2013	World Bank
TJK	Tajikistan	MSW per person	221.76178660049627	Kg per person per year	2013	World Bank
TKM	Turkmenistan	MSW	0.5	Million tonnes per year	2013	World Bank
TKM	Turkmenistan	MSW per person	93.17927692881103	Kg per person per year	2013	World Bank
TLS	Timor-Leste	MSW	0.063875	Million tonnes per year	2016	World Bank
TLS	Timor-Leste	MSW per person	52.39950779327317	Kg per person per year	2016	World Bank
TON	Tonga	MSW	0.01723820175	Million tonnes per year	2012	World Bank
TON	Tonga	MSW per person	167.36118203883495	Kg per person per year	2012	World Bank
TTO	Trinidad and Tobago	MSW	0.727874	Million tonnes per year	2010	World Bank
TTO	Trinidad and Tobago	MSW per person	548.097891566265	Kg per person per year	2010	World Bank
TUN	Tunisia	MSW	2.7	Million tonnes per year	2014	World Bank
TUN	Tunisia	MSW per person	244.05676579589624	Kg per person per year	2014	World Bank
TUR	Turkey	MSW	31.283	Million tonnes per year	2015	World Bank
TUR	Turkey	MSW per person	398.36238841701794	Kg per person per year	2015	World Bank
TUV	Tuvalu	MSW	0.0039894865	Million tonnes per year	2016	World Bank
TUV	Tuvalu	MSW per person	362.6805909090909	Kg per person per year	2016	World Bank
TWN	Taiwan, Province of China	MSW	7.336	Million tonnes per year	2015	World Bank
TWN	Taiwan, Province of China	MSW per person	311.41486606953345	Kg per person per year	2015	World Bank
TZA	Tanzania, United Republic of	MSW	9.276995	Million tonnes per year	2012	World Bank
TZA	Tanzania, United Republic of	MSW per person	197.16054236711793	Kg per person per year	2012	World Bank
UGA	Uganda	MSW	7.0450498360000005	Million tonnes per year	2011	World Bank
UGA	Uganda	MSW per person	210.4444793738985	Kg per person per year	2011	World Bank
UKR	Ukraine	MSW	15.242025	Million tonnes per year	2016	World Bank
UKR	Ukraine	MSW per person	340.8781366015118	Kg per person per year	2016	World Bank
URY	Uruguay	MSW	1.2601395086500002	Million tonnes per year	2015	World Bank
URY	Uruguay	MSW per person	369.32576455158267	Kg per person per year	2015	World Bank
USA	United States of America	MSW	258.0	Million tonnes per year	2014	World Bank
USA	United States of America	MSW per person	809.6073607643536	Kg per person per year	2014	World Bank
UZB	Uzbekistan	MSW	4.0	Million tonnes per year	2012	World Bank
UZB	Uzbekistan	MSW per person	135.8280416992088	Kg per person per year	2012	World Bank
VCT	Saint Vincent and the Grenadines	MSW	0.03156134925	Million tonnes per year	2015	World Bank
VCT	Saint Vincent and the Grenadines	MSW per person	289.5536628440367	Kg per person per year	2015	World Bank
VEN	Venezuela (Bolivarian Republic of)	MSW	9.77909314	Million tonnes per year	2012	World Bank
VEN	Venezuela (Bolivarian Republic of)	MSW per person	333.06403528490176	Kg per person per year	2012	World Bank
VGB	Virgin Islands (British)	MSW	0.02109919	Million tonnes per year	2000	World Bank
VGB	Virgin Islands (British)	MSW per person	1054.9595	Kg per person per year	2000	World Bank
VIR	Virgin Islands (U.S.)	MSW	0.1465	Million tonnes per year	2011	World Bank
VIR	Virgin Islands (U.S.)	MSW per person	1382.0754716981132	Kg per person per year	2011	World Bank
VNM	Viet Nam	MSW	9.5703	Million tonnes per year	2010	World Bank
VNM	Viet Nam	MSW per person	108.79297017097126	Kg per person per year	2010	World Bank
VUT	Vanuatu	MSW	0.070225489	Million tonnes per year	2016	World Bank
VUT	Vanuatu	MSW per person	252.6096726618705	Kg per person per year	2016	World Bank
WSM	Samoa	MSW	0.02739909	Million tonnes per year	2011	World Bank
WSM	Samoa	MSW per person	146.51919786096258	Kg per person per year	2011	World Bank
XKX	Kosovo	MSW	0.319	Million tonnes per year	2015	World Bank
YEM	Yemen	MSW	4.83682	Million tonnes per year	2016	World Bank
YEM	Yemen	MSW per person	178.03371613663134	Kg per person per year	2016	World Bank
ZAF	South Africa	MSW	18.457232	Million tonnes per year	2011	World Bank
ZAF	South Africa	MSW per person	354.9194677332513	Kg per person per year	2011	World Bank
ZMB	Zambia	MSW	2.608268	Million tonnes per year	2011	World Bank
ZMB	Zambia	MSW per person	185.99928688583043	Kg per person per year	2011	World Bank
ZWE	Zimbabwe	MSW	1.449752	Million tonnes per year	2002	World Bank
ZWE	Zimbabwe	MSW per person	121.27756399531538	Kg per person per year	2002	World Bank
AGO	Angola	waste_collection_coverage_total_percent_of_population	23.1	Percent of population	2011	World Bank
ALB	Albania	waste_collection_coverage_total_percent_of_population	60.0	Percent of population	2015	World Bank
AND	Andorra	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2012	World Bank
ARG	Argentina	waste_collection_coverage_total_percent_of_population	89.91	Percent of population	2010	World Bank
ASM	American Samoa	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2014	World Bank
ATG	Antigua and Barbuda	waste_collection_coverage_total_percent_of_population	98.61	Percent of population	2011	World Bank
AUT	Austria	waste_collection_coverage_total_percent_of_waste	97.77	Percent of waste	2015	World Bank
AZE	Azerbaijan	waste_collection_coverage_total_percent_of_population	56.0	Percent of population	2015	World Bank
BEL	Belgium	waste_collection_coverage_total_percent_of_waste	97.74	Percent of waste	2015	World Bank
BFA	Burkina Faso	waste_collection_coverage_total_percent_of_population	9.6	Percent of population	2015	World Bank
BFA	Burkina Faso	waste_collection_coverage_total_percent_of_waste	34.52	Percent of waste	2015	World Bank
BGD	Bangladesh	waste_collection_coverage_total_percent_of_waste	52.0	Percent of waste	2012	World Bank
BGR	Bulgaria	waste_collection_coverage_total_percent_of_waste	98.3	Percent of waste	2015	World Bank
BIH	Bosnia and Herzegovina	waste_collection_coverage_total_percent_of_waste	73.99	Percent of waste	2015	World Bank
BLR	Belarus	waste_collection_coverage_total_percent_of_population	93.2	Percent of population	2016	World Bank
BLZ	Belize	waste_collection_coverage_total_percent_of_population	85.2	Percent of population	2010	World Bank
BMU	Bermuda	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2012	World Bank
BOL	Bolivia (Plurinational State of)	waste_collection_coverage_total_percent_of_population	57.6	Percent of population	2012	World Bank
BRA	Brazil	waste_collection_coverage_total_percent_of_population	91.3	Percent of population	2012	World Bank
BRA	Brazil	waste_collection_coverage_total_percent_of_waste	90.81	Percent of waste	2012	World Bank
BRB	Barbados	waste_collection_coverage_total_percent_of_population	90.0	Percent of population	2015	World Bank
CAN	Canada	waste_collection_coverage_total_percent_of_population	99.0	Percent of population	1996	World Bank
CHE	Switzerland	waste_collection_coverage_total_percent_of_population	99.0	Percent of population	2009	World Bank
CHL	Chile	waste_collection_coverage_total_percent_of_waste	95.0	Percent of waste	2009	World Bank
CHN	China	waste_collection_coverage_total_percent_of_population	94.0	Percent of population	2015	World Bank
CMR	Cameroon	waste_collection_coverage_total_percent_of_population	61.6	Percent of population	2009	World Bank
COL	Colombia	waste_collection_coverage_total_percent_of_population	80.6	Percent of population	2012	World Bank
CPV	Cabo Verde	waste_collection_coverage_total_percent_of_population	70.6	Percent of population	2012	World Bank
CRI	Costa Rica	waste_collection_coverage_total_percent_of_population	90.4	Percent of population	2010	World Bank
CUB	Cuba	waste_collection_coverage_total_percent_of_population	76.9	Percent of population	2015	World Bank
CYP	Cyprus	waste_collection_coverage_total_percent_of_waste	92.42	Percent of waste	2015	World Bank
CZE	Czechia	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
DEU	Germany	waste_collection_coverage_total_percent_of_waste	97.55	Percent of waste	2015	World Bank
DMA	Dominica	waste_collection_coverage_total_percent_of_population	94.0	Percent of population	2005	World Bank
DNK	Denmark	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
ESP	Spain	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
EST	Estonia	waste_collection_coverage_total_percent_of_waste	86.89	Percent of waste	2015	World Bank
ETH	Ethiopia	waste_collection_coverage_total_percent_of_waste	50.0	Percent of waste	2017	World Bank
FIN	Finland	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
FRA	France	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
FSM	Micronesia (Federated States of)	waste_collection_coverage_total_percent_of_population	8.0	Percent of population	2011	World Bank
GAB	Gabon	waste_collection_coverage_total_percent_of_population	23.6	Percent of population	2000	World Bank
GBR	United Kingdom of Great Britain and Northern Ireland	waste_collection_coverage_total_percent_of_waste	97.43	Percent of waste	2015	World Bank
GEO	Georgia	waste_collection_coverage_total_percent_of_population	60.0	Percent of population	2007	World Bank
GTM	Guatemala	waste_collection_coverage_total_percent_of_population	77.7	Percent of population	2010	World Bank
GUM	Guam	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2016	World Bank
GUY	Guyana	waste_collection_coverage_total_percent_of_population	89.0	Percent of population	2014	World Bank
HKG	Hong Kong	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2013	World Bank
HND	Honduras	waste_collection_coverage_total_percent_of_population	64.6	Percent of population	2010	World Bank
HRV	Croatia	waste_collection_coverage_total_percent_of_waste	97.76	Percent of waste	2015	World Bank
HUN	Hungary	waste_collection_coverage_total_percent_of_waste	99.94	Percent of waste	2015	World Bank
IDN	Indonesia	waste_collection_coverage_total_percent_of_population	45.0	Percent of population	2010	World Bank
IMN	Isle of Man	waste_collection_coverage_total_percent_of_waste	96.0	Percent of waste	2011	World Bank
IRL	Ireland	waste_collection_coverage_total_percent_of_waste	92.04	Percent of waste	2012	World Bank
IRN	Iran (Islamic Republic of)	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2017	World Bank
IRQ	Iraq	waste_collection_coverage_total_percent_of_population	76.0	Percent of population	2015	World Bank
ISL	Iceland	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2013	World Bank
ITA	Italy	waste_collection_coverage_total_percent_of_waste	88.92	Percent of waste	2015	World Bank
JAM	Jamaica	waste_collection_coverage_total_percent_of_population	76.0	Percent of population	2001	World Bank
JPN	Japan	waste_collection_coverage_total_percent_of_population	99.9	Percent of population	2015	World Bank
KAZ	Kazakhstan	waste_collection_coverage_total_percent_of_population	77.0	Percent of population	2013	World Bank
KEN	Kenya	waste_collection_coverage_total_percent_of_population	40.0	Percent of population	1999	World Bank
KEN	Kenya	waste_collection_coverage_total_percent_of_waste	40.0	Percent of waste	1999	World Bank
KIR	Kiribati	waste_collection_coverage_total_percent_of_population	54.0	Percent of population	2016	World Bank
KNA	Saint Kitts and Nevis	waste_collection_coverage_total_percent_of_population	95.0	Percent of population	2003	World Bank
KOR	Korea, Republic of	waste_collection_coverage_total_percent_of_population	99.92	Percent of population	2015	World Bank
KOR	Korea, Republic of	waste_collection_coverage_total_percent_of_waste	99.9	Percent of waste	2015	World Bank
KWT	Kuwait	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2012	World Bank
LAO	Lao People's Democratic Republic	waste_collection_coverage_total_percent_of_waste	55.0	Percent of waste	2015	World Bank
LCA	Saint Lucia	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2010	World Bank
LIE	Liechtenstein	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2012	World Bank
LSO	Lesotho	waste_collection_coverage_total_percent_of_population	20.0	Percent of population	2011	World Bank
LTU	Lithuania	waste_collection_coverage_total_percent_of_waste	98.69	Percent of waste	2015	World Bank
LUX	Luxembourg	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
LVA	Latvia	waste_collection_coverage_total_percent_of_waste	84.36	Percent of waste	2015	World Bank
MAC	Macao	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2009	World Bank
MCO	Monaco	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2012	World Bank
MDG	Madagascar	waste_collection_coverage_total_percent_of_population	17.7	Percent of population	2007	World Bank
MDV	Maldives	waste_collection_coverage_total_percent_of_population	38.2	Percent of population	2005	World Bank
MEX	Mexico	waste_collection_coverage_total_percent_of_waste	93.4	Percent of waste	2012	World Bank
MHL	Marshall Islands	waste_collection_coverage_total_percent_of_population	49.0	Percent of population	2014	World Bank
MKD	North Macedonia	waste_collection_coverage_total_percent_of_population	73.0	Percent of population	2012	World Bank
MKD	North Macedonia	waste_collection_coverage_total_percent_of_waste	76.61	Percent of waste	2012	World Bank
MLT	Malta	waste_collection_coverage_total_percent_of_waste	96.65	Percent of waste	2015	World Bank
MMR	Myanmar	waste_collection_coverage_total_percent_of_population	60.0	Percent of population		World Bank
MNE	Montenegro	waste_collection_coverage_total_percent_of_population	75.9	Percent of population	2012	World Bank
MNE	Montenegro	waste_collection_coverage_total_percent_of_waste	96.99	Percent of waste	2012	World Bank
MOZ	Mozambique	waste_collection_coverage_total_percent_of_waste	52.5	Percent of waste	2014	World Bank
MUS	Mauritius	waste_collection_coverage_total_percent_of_population	98.0	Percent of population	2012	World Bank
MUS	Mauritius	waste_collection_coverage_total_percent_of_waste	83.73150684931507	Percent of waste	2012	World Bank
MYS	Malaysia	waste_collection_coverage_total_percent_of_waste	95.0	Percent of waste	2017	World Bank
NCL	New Caledonia	waste_collection_coverage_total_percent_of_population	67.0	Percent of population	2014	World Bank
NIC	Nicaragua	waste_collection_coverage_total_percent_of_population	92.3	Percent of population	2010	World Bank
NLD	Netherlands	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
NOR	Norway	waste_collection_coverage_total_percent_of_population	99.0	Percent of population	2009	World Bank
NPL	Nepal	waste_collection_coverage_total_percent_of_waste	62.3	Percent of waste	2013	World Bank
NRU	Nauru	waste_collection_coverage_total_percent_of_population	100.0	Percent of population	2016	World Bank
NZL	New Zealand	waste_collection_coverage_total_percent_of_population	97.0	Percent of population	2006	World Bank
PAN	Panama	waste_collection_coverage_total_percent_of_population	84.9	Percent of population	2010	World Bank
PER	Peru	waste_collection_coverage_total_percent_of_population	82.93	Percent of population	2014	World Bank
PLW	Palau	waste_collection_coverage_total_percent_of_population	77.0	Percent of population	2016	World Bank
PNG	Papua New Guinea	waste_collection_coverage_total_percent_of_waste	60.0	Percent of waste	2014	World Bank
POL	Poland	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2015	World Bank
PRT	Portugal	waste_collection_coverage_total_percent_of_waste	100.0	Percent of waste	2014	World Bank
PRY	Paraguay	waste_collection_coverage_total_percent_of_population	46.6	Percent of population	2014	World Bank
PSE	Palestine, State of	waste_collection_coverage_total_percent_of_population	91.5	Percent of population	2012	World Bank
